education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,prevailing_wage,unit_of_wage,full_time_position,case_status,continent_asia,continent_europe,continent_north america,continent_oceania,continent_south america,region_of_employment_midwest,region_of_employment_northeast,region_of_employment_south,region_of_employment_west,request_ratio,readiness_score,high_investment_flag,expertise_level_Specialist,expertise_level_Standard
2,1,0,0.6214388689488359,1999.0,31890.66,year,1,1,True,False,False,False,False,False,False,False,True,0.00031969309452695236,1,0,False,True
3,0,0,1.3820157235859685,1981.0,167376.13,year,1,1,True,False,False,False,False,True,False,False,False,0.00021021652297451826,0,0,False,False
1,1,0,-0.2739933908440137,1932.5,130404.72,year,1,1,True,False,False,False,False,True,False,False,False,0.00047125353417942816,1,0,False,True
1,1,0,0.15541230108320553,1946.0,84130.53,year,1,0,True,False,False,False,False,False,False,False,True,0.0003961965133137098,1,0,False,True
4,1,0,-0.9405840206582399,1950.0,89079.05,year,1,1,False,True,False,False,False,True,False,False,False,0.0013054830270163406,1,0,False,True
1,0,0,-0.9405840206582399,2003.0,82464.74,year,1,1,True,False,False,False,False,False,False,True,False,0.0008403361337476166,0,0,False,False
1,0,0,0.342127224523566,2005.0,158.3807,hour,1,0,False,False,True,False,False,False,True,False,False,0.0003648303537523421,0,0,False,False
3,0,0,0.6878510331142755,2012.0,62640.94,year,0,1,True,False,False,False,False,False,False,True,False,0.0003093102380732106,0,0,False,False
3,1,0,0.30545897369382047,1966.0,116642.18,year,0,1,True,False,False,False,False,False,False,False,False,0.0003709198811680564,1,0,False,True
3,1,0,1.078811960190546,1932.5,53767.37,year,1,1,True,False,False,False,False,False,False,True,False,0.00025125628134390547,1,0,False,True
4,0,1,-0.9405840206582399,2008.0,115777.03,year,1,0,True,False,False,False,False,False,True,False,False,0.009009008927846767,1,1,False,True
3,0,0,1.5812153947555592,1963.0,101399.51,year,0,1,False,False,True,False,False,False,False,True,False,0.00018532246104793876,0,0,False,False
2,0,0,0.37154388235466207,2000.0,146374.48,year,1,0,True,False,False,False,False,False,True,False,False,0.00035997120217423644,0,0,False,False
2,0,1,-0.9405840206582399,1932.5,21282.82,year,1,1,False,True,False,False,False,True,False,False,False,0.0012674271213340593,1,1,False,True
3,1,0,-0.9405840206582399,2001.0,218315.56125000003,year,0,1,True,False,False,False,False,True,False,False,False,0.0006600660061649729,1,0,False,True
2,1,0,2.002814823511326,1932.5,52114.54,year,1,0,False,False,True,False,False,False,True,False,False,0.00013837000136455375,1,0,False,True
2,0,0,-0.6293419867053636,1933.0,2390.74,year,1,1,False,True,False,False,False,False,True,False,False,0.0005356186392417682,0,0,False,False
3,1,0,0.7838958748654704,2008.0,73623.94,year,1,1,False,True,False,False,False,False,False,True,False,0.0002945508099279674,1,0,False,True
2,1,0,-0.9405840206582399,1996.0,141796.39,month,1,1,True,False,False,False,False,True,False,False,False,0.0011376564264645548,1,0,False,True
4,1,1,0.14987062663544393,2010.0,218315.56125000003,year,1,1,False,False,True,False,False,False,False,True,False,0.00039714058761034925,2,0,True,False
4,0,0,0.10281080475392988,1991.0,195404.0,year,1,1,False,True,False,False,False,False,False,False,True,0.00040518638557326324,0,0,False,False
2,0,0,-0.9405840206582399,1932.5,158569.72,year,0,0,False,True,False,False,False,False,True,False,False,0.0012706480288810064,0,0,False,False
2,0,0,-0.9405840206582399,1960.0,135792.52,year,1,1,False,False,False,False,True,True,False,False,False,0.0009960159352629323,0,0,False,False
2,1,0,-0.9405840206582399,1998.0,100379.63,year,1,1,True,False,False,False,False,False,True,False,False,0.0013947001375248255,1,0,False,True
3,0,0,-0.9405840206582399,1997.0,138925.72,year,0,1,False,False,True,False,False,True,False,False,False,0.04999999750000012,0,0,False,False
1,1,0,-0.9405840206582399,1998.0,118458.61,year,1,1,True,False,False,False,False,True,False,False,False,0.0019880715666241123,1,0,False,True
1,1,0,-0.9405840206582399,1968.0,688.1266,hour,1,0,True,False,False,False,False,False,False,False,True,0.0017123287641912178,1,0,False,True
3,0,0,0.3652381146669523,1997.0,112028.45,year,0,1,True,False,False,False,False,False,False,True,False,0.00036101083019458093,0,0,False,False
1,0,0,-0.9405840206582399,1982.0,808.582,hour,1,0,False,False,True,False,False,False,False,False,True,0.0035211267481650467,0,0,False,False
3,1,0,-0.526286113009012,1989.0,112881.33,year,1,1,True,False,False,False,False,False,True,False,False,0.000516795865365997,1,0,False,True
4,1,0,-0.3041165381858541,2010.0,7794.05,year,1,1,True,False,False,False,False,False,False,True,False,0.000476644423033058,1,0,False,True
2,1,0,0.6816740619444699,1997.0,7113.47,year,1,1,True,False,False,False,False,False,False,True,False,0.00031026993474704627,1,0,False,True
2,0,0,0.36602796559841155,1975.0,100786.62,year,1,1,False,True,False,False,False,False,False,False,True,0.000360880548408199,0,0,False,False
1,0,0,-0.24324915736269043,1986.0,87390.54,year,1,0,False,False,True,False,False,False,False,False,True,0.0004657661851580037,0,0,False,False
2,0,0,0.1728161206268341,2014.0,93644.17,year,1,0,True,False,False,False,False,False,False,False,True,0.00039323633488272267,0,0,False,False
3,0,0,2.002814823511326,2003.0,118555.6,year,1,0,False,False,True,False,False,False,False,False,True,0.00013837000136455375,0,0,False,False
3,0,0,0.8914570971128062,1950.0,114512.69,year,1,0,True,False,False,False,False,False,False,False,True,0.0002783964364481079,0,0,False,False
3,1,0,1.6115091178178917,1996.0,59125.18,year,1,1,False,True,False,False,False,False,False,True,False,0.00018168604647861807,1,0,False,True
1,1,0,-0.1615681025830464,2000.0,26325.98,year,1,0,False,True,False,False,False,False,True,False,False,0.00045126353770249844,1,0,False,True
4,1,0,0.44273444952892105,2009.0,56606.54,month,1,1,False,False,False,True,False,False,False,True,False,0.00034831069301695904,1,0,False,True
2,0,1,0.14151640787775072,2003.0,51886.04,year,1,0,False,False,False,False,False,False,False,False,True,0.00039856516524568945,1,1,False,True
3,0,0,-0.8779616553865,1995.0,62112.22,week,1,0,False,False,True,False,False,False,True,False,False,0.0005813953484991887,0,0,False,False
4,1,0,-0.8064297279515251,1997.0,63108.03,year,1,1,False,True,False,False,False,False,False,True,False,0.0005681818178589875,1,0,False,True
3,0,0,-0.9405840206582399,1980.0,39452.99,year,1,1,False,True,False,False,False,False,True,False,False,-0.040000001600000064,0,0,False,False
4,1,1,-0.9405840206582399,2005.0,80580.97,year,1,1,False,True,False,False,False,False,True,False,False,0.0009756097551457465,2,0,True,False
4,0,0,-0.9405840206582399,2008.0,37291.82,year,1,1,False,True,False,False,False,False,False,True,False,0.009174311842437506,0,0,False,False
3,1,0,0.464904624057134,1971.0,95974.61,year,1,1,False,False,True,False,False,False,True,False,False,0.0003447087210118205,1,0,False,True
1,1,0,1.2713262365892353,1963.0,21846.43,year,1,0,True,False,False,False,False,False,True,False,False,0.00022476961109805133,1,0,False,True
3,1,0,1.2056182486448073,2004.0,61147.07,year,1,1,True,False,False,False,False,False,True,False,False,0.00023364485975849416,1,0,False,True
4,0,1,-0.1535297550263747,2013.0,120148.75,year,1,1,False,True,False,False,False,False,False,False,True,0.0004498425549033547,1,1,False,True
2,1,0,-0.9405840206582399,2007.0,206941.23,year,0,1,True,False,False,False,False,False,False,True,False,0.0005998800236353449,1,0,False,True
3,1,0,1.541794980553534,1994.0,91689.54,year,1,1,False,True,False,False,False,False,False,False,True,0.00019011406840492126,1,0,False,True
3,0,0,-0.9405840206582399,1932.5,76214.85,year,1,0,True,False,False,False,False,False,True,False,False,0.0027397260198911617,0,0,False,False
1,0,0,-0.9405840206582399,1998.0,65458.88,year,1,0,False,True,False,False,False,False,False,False,True,0.0008045052286367616,0,0,False,False
3,1,0,-0.8761346728135965,2009.0,62730.52,year,1,1,True,False,False,False,False,False,False,True,False,0.000581057524357317,1,0,False,True
2,1,0,-0.9405840206582399,1949.0,21651.43,year,1,1,True,False,False,False,False,False,False,True,False,0.0019342359730478995,1,0,False,True
2,0,0,0.7080226969227585,2007.0,102598.35,year,1,1,True,False,False,False,False,True,False,False,False,0.0003061849356074143,0,0,False,False
2,1,0,-0.9405840206582399,1998.0,56422.81,year,1,1,True,False,False,False,False,False,False,False,True,0.0010471204177517064,1,0,False,True
2,0,0,-0.9405840206582399,2007.0,141372.27,year,1,1,True,False,False,False,False,False,False,True,False,0.0007633587780432375,0,0,False,False
3,0,1,0.4300036906479805,1932.5,138642.17,year,1,0,True,False,False,False,False,False,True,False,False,0.0003503854238435931,1,1,False,True
2,1,0,-0.9405840206582399,1932.5,143628.65,year,1,1,True,False,False,False,False,True,False,False,False,0.00434782606805293,1,0,False,True
3,0,0,0.009822391535856508,2006.0,35760.36,year,1,1,True,False,False,False,False,True,False,False,False,0.0004212299913979655,0,0,False,False
3,0,0,1.189900919779185,1998.0,3456.8,year,1,0,True,False,False,False,False,False,True,False,False,0.00023579344488663205,0,0,False,False
1,1,0,2.002814823511326,1974.0,42469.25,year,1,1,False,False,False,False,True,False,False,True,False,0.00013837000136455375,1,0,False,True
2,0,0,1.589435385618063,1932.5,45614.3,year,1,0,True,False,False,False,False,False,True,False,False,0.00018433179720104482,0,0,False,False
3,1,0,0.335681051951921,1960.0,108458.31,year,1,1,False,False,True,False,False,False,False,False,True,0.00036589828014420116,1,0,False,True
3,1,0,0.9285146903880821,1932.5,62950.34,year,1,1,True,False,False,False,False,False,False,False,True,0.0002729257641176513,1,0,False,True
2,0,1,-0.9405840206582399,1932.5,162990.52,year,1,1,True,False,False,False,False,False,False,True,False,0.0006468305299826452,1,1,False,True
3,1,0,0.1199359321413472,1932.5,84521.88,year,1,1,True,False,False,False,False,False,False,True,False,0.000402252614480188,1,0,False,True
3,1,0,-0.9405840206582399,2001.0,141129.7,year,0,1,False,False,True,False,False,False,False,True,False,0.0008110300074525304,1,0,False,True
1,0,0,-0.9405840206582399,1999.0,85218.35,year,1,0,True,False,False,False,False,False,False,False,True,0.000594883997266577,0,0,False,False
3,0,0,-0.9405840206582399,2009.0,118.84,hour,1,0,False,False,False,False,False,False,False,False,True,0.0006218905468769337,0,0,False,False
3,0,0,1.2329065681048306,1998.0,154428.88,year,0,0,True,False,False,False,False,False,False,False,True,0.00022993791670960267,0,0,False,False
2,1,0,-0.7994463842379093,1961.0,65108.59,year,1,1,True,False,False,False,False,False,False,True,False,0.0005668934237149129,1,0,False,True
2,1,1,1.2679214128434118,1998.0,21001.69,year,1,1,True,False,False,False,False,False,False,True,False,0.0002252252251744988,2,0,True,False
1,0,0,-0.9405840206582399,1951.0,57370.96,year,1,1,True,False,False,False,False,False,False,True,False,0.001300390115344096,0,0,False,False
3,0,0,0.07867286739677058,1958.0,99714.22,year,1,1,True,False,False,False,False,True,False,False,False,0.00040933278738872994,0,0,False,False
1,0,0,0.9590431457407698,2009.0,139424.83,year,1,1,True,False,False,False,False,True,False,False,False,0.00026845637576685733,0,0,False,False
2,0,0,-0.35177515254597874,1995.0,20951.91,year,1,0,True,False,False,False,False,False,False,False,True,0.00048520135832838367,0,0,False,False
3,1,0,-0.9405840206582399,1932.5,66329.37,year,1,1,True,False,False,False,False,True,False,False,False,0.004629629608196159,1,0,False,True
2,1,0,0.8363980603562613,2007.0,88447.6,year,1,1,False,True,False,False,False,False,False,True,False,0.0002866150758708469,1,0,False,True
2,0,1,-0.9405840206582399,1932.5,123018.45,year,1,0,False,False,True,False,False,False,False,False,True,0.0023094688168372544,1,1,False,True
2,1,0,-0.5306921706077644,1989.0,165.2722,hour,1,1,True,False,False,False,False,False,False,True,False,0.0005175983434173922,1,0,False,True
3,1,0,-0.9405840206582399,1932.5,12800.02,year,1,1,False,False,True,False,False,False,True,False,False,0.0017482517451953641,1,0,False,True
3,1,0,-0.9405840206582399,1975.0,103390.44,year,0,1,False,True,False,False,False,False,False,True,False,0.003267973845529497,1,0,False,True
2,0,0,-0.9405840206582399,2007.0,25419.59,year,1,1,False,True,False,False,False,False,True,False,False,0.0016051364340206478,0,0,False,False
2,0,0,-0.08093367693099564,2011.0,82385.6,year,1,0,False,False,False,True,False,False,False,False,True,0.00043706293687191305,0,0,False,False
3,0,1,0.7695485002652986,2007.0,42761.33,year,1,0,True,False,False,False,False,False,False,False,True,0.0002967359049564582,1,1,False,True
3,0,0,-0.9405840206582399,1983.0,98119.94,year,1,1,True,False,False,False,False,True,False,False,False,0.0011428571415510204,0,0,False,False
2,0,0,0.21141191008144758,1997.0,2007.26,year,1,0,False,False,True,False,False,False,False,False,True,0.0003866976023253296,0,0,False,False
2,0,0,-0.9405840206582399,2006.0,84899.65,year,1,1,True,False,False,False,False,True,False,False,False,0.001512859301795977,0,0,False,False
2,0,0,-0.0285210609981275,1996.0,26813.7,year,1,1,True,False,False,False,False,False,False,True,False,0.000427899015649166,0,0,False,False
2,0,0,-0.9405840206582399,1998.0,367.31,year,1,1,True,False,False,False,False,False,False,True,False,0.0005980861240442068,0,0,False,False
3,1,0,-0.9405840206582399,1948.0,116370.47,year,1,1,True,False,False,False,False,False,False,True,False,0.0013947001375248255,1,0,False,True
2,1,0,-0.9405840206582399,1975.0,32086.09,year,1,1,False,True,False,False,False,False,False,True,False,0.0009832841681580292,1,0,False,True
1,0,0,-0.9405840206582399,2000.0,205084.59,year,1,0,True,False,False,False,False,False,False,False,True,0.0006157635464188648,0,0,False,False
2,0,1,1.0383734891619738,1932.5,45860.87,year,1,1,True,False,False,False,False,False,False,True,False,0.00025700334097738284,1,1,False,True
3,1,1,-0.4214005988527513,2005.0,69741.05,year,1,1,True,False,False,False,False,False,False,False,True,0.0004977600793938476,2,0,True,False
3,1,0,0.7092348813782485,2012.0,101371.21,year,1,1,True,False,False,False,False,True,False,False,False,0.00030599755192594935,1,0,False,True
3,0,0,-0.9405840206582399,1998.0,93644.47,year,1,1,True,False,False,False,False,False,False,True,False,0.000762195121370278,0,0,False,False
2,0,0,-0.9405840206582399,2005.0,248.01,hour,1,0,False,False,True,False,False,False,False,False,True,0.004366812208005187,0,0,False,False
2,1,0,0.221113695855406,1945.0,155042.99,year,1,1,True,False,False,False,False,False,False,False,True,0.00038505968410278797,1,0,False,True
2,1,0,-0.28396711886193665,1977.0,596.2488,hour,1,1,True,False,False,False,False,False,False,False,True,0.0004730368966541926,1,0,False,True
3,1,0,2.002814823511326,2007.0,53304.04,year,1,1,False,False,True,False,False,False,False,False,True,0.00013837000136455375,1,0,False,True
2,1,0,0.2316197223791909,1991.0,34738.65,year,1,1,True,False,False,False,False,False,True,False,False,0.0003832886161811849,1,0,False,True
3,1,0,1.1995986460092412,1997.0,69375.0,year,1,1,False,False,True,False,False,False,False,True,False,0.00023446658845616256,1,0,False,True
2,1,0,-0.9405840206582399,1978.0,30066.16,year,1,1,True,False,False,False,False,False,False,False,True,0.0018761726043599013,1,0,False,True
3,1,0,1.317579816704619,2006.0,67204.54,year,1,1,True,False,False,False,False,False,True,False,False,0.0002186270222521585,1,0,False,True
3,1,1,-0.9405840206582399,1988.0,56065.53,year,1,1,True,False,False,False,False,False,False,False,True,0.0010482180282513438,2,0,True,False
2,1,0,1.0103073005973993,2010.0,18035.36,year,1,1,False,True,False,False,False,False,False,False,True,0.0002610284520331432,1,0,False,True
2,0,0,-0.7752390922555242,1983.0,100850.52,year,1,1,True,False,False,False,False,False,False,True,False,0.0005624296959716368,0,0,False,False
1,0,0,2.002814823511326,2005.0,133586.58,year,1,0,True,False,False,False,False,False,False,False,False,0.00013837000136455375,0,0,False,False
1,0,0,-0.9405840206582399,1932.5,24968.7,year,0,0,True,False,False,False,False,False,True,False,False,0.0015337423289359781,0,0,False,False
1,1,0,-0.2155163191510121,1998.0,115801.09,year,1,1,True,False,False,False,False,True,False,False,False,0.0004608294928751938,1,0,False,True
1,1,0,0.869305197255077,2012.0,268.1379,hour,1,1,False,False,True,False,False,False,False,False,True,0.0002816901407657211,1,0,False,True
2,0,0,-0.8046810716184725,1995.0,667.4133,hour,1,1,False,False,False,False,True,True,False,False,False,0.0005678591706031464,0,0,False,False
